No,x,y,avg_M_x,avg_M_y,avg_M_z,avg_M_tot,z
1669.0,16.0,0.0,-5.506,-19.244,-34.315,39.726,0
1670.0,16.0,0.0,-5.061,-19.542,-33.491,39.105,0
1672.0,16.0,0.0,-5.651,-18.956,-34.147,39.463,0
1674.0,16.0,0.0,-5.209,-19.395,-33.655,39.192,0
1675.0,16.0,0.0,-5.234,-18.949,-34.477,39.688,0
1676.0,16.0,0.0,-4.347,-20.258,-33.993,39.81,0
1677.0,16.0,0.0,-5.639,-19.68,-34.484,40.103,0
1678.0,16.0,0.0,-4.351,-19.54,-33.161,38.735,0
1681.0,16.0,0.0,-5.061,-19.542,-33.491,39.105,0
1682.0,16.0,0.0,-4.952,-18.947,-34.477,39.651,0
1686.0,16.0,0.0,-5.069,-19.823,-34.32,39.956,0
1687.0,16.0,0.0,-5.484,-19.545,-33.491,39.163,0
1689.0,16.0,0.0,-5.201,-19.687,-33.658,39.338,0
1690.0,16.0,0.0,-5.773,-19.257,-33.489,39.059,0
1693.0,16.0,0.0,-4.788,-19.534,-33.987,39.492,0
1696.0,16.0,0.0,-5.471,-19.84,-33.163,39.031,0
1706.0,17.0,0.0,-6.003,-16.907,-35.286,39.585,0
1707.0,17.0,0.0,-6.687,-16.927,-34.13,38.679,0
1709.0,17.0,0.0,-5.853,-16.339,-33.959,38.137,0
1711.0,17.0,0.0,-5.859,-16.336,-34.29,38.431,0
1712.0,17.0,0.0,-6.569,-16.337,-34.62,38.841,0
1713.0,17.0,0.0,-6.984,-16.919,-34.956,39.458,0
1715.0,17.0,0.0,-5.286,-17.196,-34.958,39.315,0
1717.0,17.0,0.0,-7.002,-16.191,-34.949,39.149,0
1718.0,17.0,0.0,-6.989,-16.915,-35.286,39.75,0
1719.0,17.0,0.0,-5.838,-17.781,-35.128,39.803,0
1721.0,17.0,0.0,-6.14,-16.625,-34.623,38.895,0
1722.0,17.0,0.0,-6.693,-16.923,-34.46,38.97,0
1723.0,17.0,0.0,-5.881,-16.607,-35.944,40.029,0
1724.0,17.0,0.0,-5.858,-16.623,-34.622,38.85,0
1727.0,17.0,0.0,-6.835,-17.353,-35.124,39.769,0
1728.0,17.0,0.0,-6.565,-16.054,-33.957,38.13,0
1729.0,17.0,0.0,-6.422,-16.484,-34.456,38.732,0
1732.0,17.0,0.0,-6.562,-16.629,-34.623,38.965,0
1733.0,17.0,0.0,-5.281,-17.629,-35.292,39.802,0
1734.0,17.0,0.0,-6.686,-17.214,-34.462,39.098,0
1735.0,17.0,0.0,-7.265,-17.065,-35.122,39.718,0
1736.0,17.0,0.0,-5.853,-16.339,-33.959,38.137,0
1737.0,17.0,0.0,-5.82,-17.364,-33.472,38.155,0
1738.0,17.0,0.0,-6.408,-17.638,-35.292,39.971,0
1739.0,17.0,0.0,-6.524,-17.37,-33.473,38.271,0
1743.0,17.0,0.0,-5.588,-17.041,-35.948,40.173,0
1744.0,17.0,0.0,-5.279,-17.916,-35.625,40.224,0
1745.0,17.0,0.0,-4.993,-17.631,-34.962,39.473,0
1746.0,17.0,0.0,-7.265,-17.065,-35.122,39.718,0
1748.0,17.0,0.0,-5.961,-17.222,-33.306,37.966,0
1749.0,17.0,0.0,-5.703,-16.488,-33.63,37.886,0
1751.0,17.0,0.0,-5.856,-17.054,-35.122,39.48,0
1754.0,17.0,0.0,-6.426,-16.911,-35.286,39.653,0
1756.0,17.0,0.0,-5.994,-16.484,-34.126,38.369,0
1759.0,17.0,0.0,-5.823,-17.791,-34.302,39.078,0
1760.0,17.0,0.0,-6.438,-16.187,-34.949,39.05,0
1761.0,17.0,0.0,-5.853,-16.339,-33.959,38.137,0
1763.0,17.0,0.0,-5.546,-17.356,-33.968,38.546,0
1764.0,17.0,0.0,-6.534,-17.793,-34.633,39.48,0
1765.0,17.0,0.0,-5.567,-17.342,-35.124,39.566,0
1768.0,17.0,0.0,-6.128,-16.633,-33.962,38.309,0
1770.0,17.0,0.0,-5.002,-16.909,-34.46,38.709,0
1772.0,17.0,0.0,-4.866,-16.618,-34.292,38.416,0
1775.0,17.0,0.0,-5.82,-17.364,-33.472,38.155,0
1776.0,17.0,0.0,-5.983,-16.921,-34.129,38.561,0
1778.0,17.0,0.0,-6.386,-17.939,-34.469,39.379,0
1779.0,17.0,0.0,-4.861,-17.051,-34.626,38.902,0
1782.0,17.0,0.0,-5.838,-17.781,-35.128,39.803,0
1786.0,17.0,0.0,-5.689,-17.642,-34.466,39.135,0
1796.0,17.0,0.0,-4.995,-17.2,-34.462,38.839,0
1803.0,18.0,0.0,-5.699,-18.638,-36.457,41.34,0
1806.0,18.0,0.0,-5.84,-18.495,-36.291,41.149,0
1812.0,18.0,0.0,-6.661,-19.378,-36.133,41.539,0
1813.0,18.0,0.0,-5.128,-18.781,-36.293,41.185,0
1818.0,18.0,0.0,-5.544,-18.503,-35.465,40.384,0
1819.0,18.0,0.0,-5.699,-18.638,-36.457,41.34,0
1821.0,18.0,0.0,-5.673,-19.657,-36.466,41.813,0
1822.0,18.0,0.0,-5.546,-19.217,-36.628,41.733,0
1823.0,18.0,0.0,-5.975,-18.644,-36.127,41.091,0
1824.0,18.0,0.0,-6.116,-18.502,-35.96,40.901,0
1827.0,18.0,0.0,-5.566,-18.774,-37.119,41.968,0
1828.0,18.0,0.0,-5.695,-18.211,-35.628,40.415,0
1829.0,18.0,0.0,-6.657,-18.951,-35.304,40.618,0
1830.0,18.0,0.0,-5.984,-17.922,-35.625,40.326,0
1831.0,18.0,0.0,-6.408,-18.211,-36.123,40.958,0
1832.0,18.0,0.0,-5.948,-19.378,-35.638,40.999,0
1833.0,18.0,0.0,-6.414,-17.635,-35.623,40.263,0
1835.0,18.0,0.0,-6.685,-18.646,-36.457,41.491,0
1836.0,18.0,0.0,-6.533,-19.225,-36.628,41.879,0
1839.0,18.0,0.0,-6.383,-18.657,-35.301,40.435,0
1841.0,18.0,0.0,-5.821,-19.51,-36.63,41.908,0
1842.0,18.0,0.0,-5.828,-19.219,-36.628,41.772,0
1843.0,18.0,0.0,-6.661,-19.378,-36.133,41.539,0
1844.0,18.0,0.0,-5.66,-19.379,-35.307,40.672,0
1845.0,18.0,0.0,-5.537,-18.794,-35.467,40.519,0
1846.0,18.0,0.0,-6.53,-18.511,-35.465,40.535,0
1848.0,18.0,0.0,-5.575,-18.052,-36.617,41.204,0
1849.0,18.0,0.0,-5.984,-17.922,-35.625,40.326,0
1850.0,18.0,0.0,-5.555,-19.211,-37.123,42.167,0
1851.0,18.0,0.0,-5.975,-18.644,-36.127,41.091,0
1852.0,18.0,0.0,-5.114,-18.79,-35.467,40.462,0
1854.0,18.0,0.0,-5.288,-17.91,-36.121,40.662,0
1857.0,18.0,0.0,-5.526,-19.231,-35.471,40.725,0
1858.0,18.0,0.0,-5.549,-18.07,-35.131,39.893,0
1860.0,18.0,0.0,-5.665,-18.947,-34.973,40.177,0
1861.0,18.0,0.0,-6.129,-18.779,-37.119,42.048,0
1862.0,18.0,0.0,-6.007,-17.906,-36.947,41.494,0
1863.0,18.0,0.0,-6.147,-18.051,-37.113,41.725,0
1864.0,18.0,0.0,-5.269,-18.925,-36.46,41.415,0
1865.0,18.0,0.0,-5.576,-17.765,-36.285,40.783,0
1869.0,18.0,0.0,-6.685,-18.646,-36.457,41.491,0
1872.0,18.0,0.0,-5.112,-19.221,-35.967,41.1,0
1875.0,18.0,0.0,-5.826,-18.505,-35.465,40.424,0
1878.0,18.0,0.0,-6.122,-18.498,-36.291,41.191,0
1880.0,18.0,0.0,-5.27,-18.638,-36.127,40.992,0
1882.0,18.0,0.0,-5.678,-18.652,-35.301,40.327,0
1885.0,18.0,0.0,-5.709,-18.201,-36.453,41.143,0
1887.0,18.0,0.0,-5.699,-18.638,-36.457,41.34,0
1891.0,18.0,0.0,-5.808,-19.233,-35.471,40.766,0
1895.0,18.0,0.0,-5.711,-17.914,-36.121,40.721,0
1907.0,19.0,0.0,-5.169,-18.753,-38.606,43.23,0
1908.0,19.0,0.0,-5.715,-19.342,-38.446,43.415,0
1910.0,19.0,0.0,-5.03,-18.894,-38.938,43.571,0
1913.0,19.0,0.0,-6.886,-18.033,-39.095,43.601,0
1916.0,19.0,0.0,-5.58,-18.764,-37.945,42.698,0
1920.0,19.0,0.0,-5.717,-19.627,-38.944,43.984,0
1922.0,19.0,0.0,-6.02,-18.184,-38.105,42.649,0
1923.0,19.0,0.0,-6.587,-18.759,-39.102,43.866,0
1924.0,19.0,0.0,-5.717,-19.627,-38.944,43.984,0
1925.0,19.0,0.0,-6.572,-18.769,-38.276,43.133,0
1927.0,19.0,0.0,-5.181,-18.029,-38.269,42.62,0
1929.0,19.0,0.0,-5.034,-18.176,-38.105,42.517,0
1930.0,19.0,0.0,-6.752,-17.885,-39.259,43.666,0
1931.0,19.0,0.0,-5.886,-18.035,-38.269,42.714,0
1932.0,19.0,0.0,-6.456,-17.892,-38.433,42.883,0
1936.0,19.0,0.0,-5.738,-17.609,-37.274,41.622,0
1938.0,19.0,0.0,-6.139,-19.774,-39.111,44.253,0
1939.0,19.0,0.0,-4.894,-18.46,-38.603,43.069,0
1941.0,19.0,0.0,-5.701,-19.352,-37.62,42.688,0
1942.0,19.0,0.0,-6.579,-18.478,-38.273,43.006,0
1943.0,19.0,0.0,-6.448,-17.611,-37.605,42.022,0
1946.0,19.0,0.0,-5.613,-18.456,-39.43,43.895,0
1947.0,19.0,0.0,-6.026,-18.18,-38.436,42.943,0
1948.0,19.0,0.0,-5.007,-18.909,-37.616,42.398,0
1949.0,19.0,0.0,-5.741,-18.896,-39.268,43.954,0
1951.0,19.0,0.0,-5.599,-18.466,-38.604,43.157,0
1952.0,19.0,0.0,-7.283,-18.771,-38.606,43.541,0
1955.0,19.0,0.0,-5.03,-18.894,-38.938,43.571,0
1956.0,19.0,0.0,-5.569,-19.201,-37.949,42.893,0
1957.0,19.0,0.0,-5.289,-18.912,-37.616,42.433,0
1958.0,19.0,0.0,-5.293,-19.339,-38.446,43.36,0
1959.0,19.0,0.0,-6.147,-18.051,-37.113,41.725,0
1961.0,19.0,0.0,-6.132,-19.493,-38.282,43.395,0
1962.0,19.0,0.0,-5.857,-19.2,-38.279,43.223,0
1965.0,19.0,0.0,-6.585,-18.474,-38.604,43.3,0
1966.0,19.0,0.0,-5.744,-18.178,-38.436,42.904,0
1968.0,19.0,0.0,-6.398,-19.649,-37.623,42.924,0
1970.0,19.0,0.0,-5.149,-18.767,-37.45,42.204,0
1971.0,19.0,0.0,-5.028,-17.607,-36.944,41.233,0
1974.0,19.0,0.0,-6.72,-18.622,-38.44,43.238,0
1976.0,19.0,0.0,-5.745,-17.89,-38.103,42.484,0
1977.0,19.0,0.0,-5.025,-18.182,-37.61,42.075,0
1978.0,19.0,0.0,-5.851,-19.204,-37.949,42.932,0
1981.0,19.0,0.0,-6.009,-18.62,-38.109,42.839,0
1984.0,19.0,0.0,-5.971,-19.362,-36.959,42.149,0
1985.0,19.0,0.0,-5.283,-18.916,-37.286,42.142,0
1986.0,19.0,0.0,-5.843,-19.782,-38.285,43.487,0
1988.0,19.0,0.0,-5.726,-18.905,-38.442,43.22,0
1993.0,19.0,0.0,-5.003,-18.626,-36.953,41.683,0
1997.0,19.0,0.0,-5.853,-18.773,-37.45,42.298,0
2015.0,20.0,0.0,-6.647,-19.388,-35.307,40.825,0
2016.0,20.0,0.0,-6.809,-19.231,-36.297,41.638,0
2017.0,20.0,0.0,-6.921,-19.681,-35.31,41.013,0
2019.0,20.0,0.0,-7.499,-19.819,-36.302,42.035,0
2020.0,20.0,0.0,-6.104,-19.798,-37.128,42.517,0
2021.0,20.0,0.0,-7.379,-19.661,-37.292,42.798,0
2023.0,20.0,0.0,-6.507,-20.244,-36.636,42.36,0
2024.0,20.0,0.0,-6.943,-19.38,-36.133,41.586,0
2025.0,20.0,0.0,-7.507,-19.241,-35.967,41.475,0
2028.0,20.0,0.0,-6.118,-19.216,-37.123,42.247,0
2029.0,20.0,0.0,-7.488,-20.256,-36.306,42.244,0
2030.0,20.0,0.0,-6.085,-20.24,-36.636,42.296,0
2031.0,20.0,0.0,-6.492,-19.825,-35.146,40.871,0
2033.0,20.0,0.0,-6.523,-20.519,-37.961,43.642,0
2034.0,20.0,0.0,-6.642,-20.393,-36.473,42.311,0
2035.0,20.0,0.0,-6.916,-19.685,-34.979,40.729,0
2036.0,20.0,0.0,-6.64,-20.823,-36.972,42.949,0
2037.0,20.0,0.0,-6.079,-20.244,-36.306,42.011,0
2038.0,20.0,0.0,-6.647,-19.388,-35.307,40.825,0
2039.0,20.0,0.0,-6.52,-19.52,-36.3,41.728,0
2041.0,20.0,0.0,-6.086,-20.526,-37.134,42.864,0
2043.0,20.0,0.0,-6.643,-20.106,-36.14,41.886,0
2045.0,20.0,0.0,-6.932,-20.389,-36.968,42.783,0
2050.0,20.0,0.0,-7.368,-18.953,-35.634,41.028,0
2051.0,20.0,0.0,-6.923,-19.394,-34.977,40.589,0
2052.0,20.0,0.0,-6.392,-19.653,-37.292,42.636,0
2053.0,20.0,0.0,-6.954,-18.943,-36.13,41.383,0
2054.0,20.0,0.0,-6.667,-19.374,-36.464,41.826,0
2055.0,20.0,0.0,-6.95,-19.661,-36.962,42.439,0
2057.0,20.0,0.0,-6.387,-19.657,-36.962,42.348,0
2059.0,20.0,0.0,-7.211,-19.249,-35.141,40.711,0
2060.0,20.0,0.0,-7.373,-19.665,-36.962,42.512,0
2061.0,20.0,0.0,-6.636,-20.397,-36.142,42.028,0
2062.0,20.0,0.0,-7.332,-20.408,-35.647,41.725,0
2063.0,20.0,0.0,-6.635,-20.111,-35.644,41.461,0
2064.0,20.0,0.0,-6.099,-20.231,-37.462,43.011,0
2065.0,20.0,0.0,-7.226,-20.24,-37.462,43.189,0
2066.0,20.0,0.0,-7.346,-20.399,-36.473,42.43,0
2068.0,20.0,0.0,-7.64,-19.677,-36.136,41.849,0
2072.0,20.0,0.0,-6.507,-19.815,-35.972,41.581,0
2075.0,20.0,0.0,-7.639,-19.392,-35.638,41.285,0
2076.0,20.0,0.0,-7.221,-20.244,-37.132,42.904,0
2077.0,20.0,0.0,-6.658,-20.096,-36.966,42.598,0
2079.0,20.0,0.0,-7.475,-20.551,-35.978,42.103,0
2080.0,20.0,0.0,-7.2,-20.258,-35.976,41.91,0
2082.0,20.0,0.0,-7.336,-20.835,-36.476,42.643,0
2083.0,20.0,0.0,-6.36,-20.39,-36.472,42.267,0
2085.0,20.0,0.0,-7.494,-20.252,-36.637,42.527,0
2086.0,20.0,0.0,-6.642,-20.393,-36.473,42.311,0
2089.0,20.0,0.0,-6.92,-21.113,-37.305,43.42,0
2101.0,21.0,0.0,-10.444,-19.71,-35.31,41.766,0
2102.0,21.0,0.0,-9.878,-20.28,-35.976,42.463,0
2112.0,21.0,0.0,-9.851,-21.014,-35.487,42.402,0
2113.0,21.0,0.0,-9.567,-20.297,-34.324,41.008,0
2116.0,21.0,0.0,-10.025,-20.134,-36.14,42.567,0
2117.0,21.0,0.0,-10.556,-21.019,-35.487,42.574,0
2118.0,21.0,0.0,-10.564,-19.869,-34.32,41.04,0
2119.0,21.0,0.0,-9.147,-21.008,-35.487,42.241,0
2120.0,21.0,0.0,-9.993,-20.871,-35.32,42.225,0
2121.0,21.0,0.0,-10.408,-21.166,-35.323,42.474,0
2123.0,21.0,0.0,-9.747,-19.413,-35.308,41.455,0
2124.0,21.0,0.0,-9.725,-20.859,-36.146,42.851,0
2125.0,21.0,0.0,-9.584,-21.001,-36.313,43.029,0
2126.0,21.0,0.0,-9.855,-20.296,-34.654,41.352,0
2127.0,21.0,0.0,-9.996,-20.153,-34.488,41.176,0
2128.0,21.0,0.0,-9.472,-19.692,-36.136,42.229,0
2130.0,21.0,0.0,-10.275,-21.302,-35.985,43.061,0
2131.0,21.0,0.0,-9.722,-20.432,-35.316,41.943,0
2132.0,21.0,0.0,-9.704,-21.16,-35.323,42.304,0
2133.0,21.0,0.0,-10.288,-19.862,-34.651,41.244,0
2134.0,21.0,0.0,-9.856,-20.581,-35.153,41.91,0
2136.0,21.0,0.0,-10.708,-20.44,-35.317,42.187,0
2137.0,21.0,0.0,-9.15,-20.29,-34.654,41.186,0
2142.0,21.0,0.0,-9.872,-19.568,-34.648,40.998,0
2145.0,21.0,0.0,-10.293,-20.575,-35.979,42.705,0
2147.0,21.0,0.0,-9.88,-19.277,-34.646,40.86,0
2149.0,21.0,0.0,-9.842,-20.591,-34.327,41.221,0
2150.0,21.0,0.0,-10.702,-20.444,-34.986,41.911,0
2151.0,21.0,0.0,-9.598,-19.847,-35.477,41.769,0
2153.0,21.0,0.0,-9.824,-21.319,-34.333,41.59,0
2157.0,21.0,0.0,-9.725,-19.714,-34.484,40.895,0
2158.0,21.0,0.0,-9.696,-20.879,-34.494,41.47,0
2164.0,21.0,0.0,-10.546,-20.597,-34.327,41.398,0
2166.0,21.0,0.0,-10.408,-21.166,-35.323,42.474,0
2168.0,21.0,0.0,-10.55,-21.023,-35.156,42.3,0
2169.0,21.0,0.0,-9.425,-20.44,-34.49,41.185,0
2170.0,21.0,0.0,-10.401,-20.885,-34.494,41.644,0
2171.0,21.0,0.0,-9.847,-20.587,-34.657,41.496,0
2172.0,21.0,0.0,-9.707,-20.442,-34.49,41.252,0
2173.0,21.0,0.0,-9.691,-20.883,-34.164,41.197,0
2174.0,21.0,0.0,-10.57,-19.865,-34.651,41.316,0
2175.0,21.0,0.0,-9.722,-20.432,-35.316,41.943,0
2177.0,21.0,0.0,-9.698,-21.164,-34.992,42.029,0
2181.0,21.0,0.0,-9.4,-21.459,-34.499,41.702,0
2182.0,21.0,0.0,-9.978,-20.881,-34.494,41.538,0
2184.0,21.0,0.0,-10.574,-20.292,-35.48,42.219,0
2188.0,21.0,0.0,-9.86,-21.008,-35.982,42.817,0
2189.0,21.0,0.0,-9.837,-21.023,-34.661,41.715,0
2190.0,21.0,0.0,-8.999,-21.154,-35.323,42.145,0
2196.0,21.0,0.0,-9.415,-21.449,-35.325,42.386,0
2201.0,22.0,0.0,-10.093,-16.223,-34.454,39.397,0
2212.0,22.0,0.0,-9.52,-16.94,-34.956,39.994,0
2219.0,22.0,0.0,-8.946,-16.656,-33.962,38.87,0
2221.0,22.0,0.0,-9.946,-16.369,-34.29,39.277,0
2222.0,22.0,0.0,-10.069,-16.955,-34.13,39.417,0
2223.0,22.0,0.0,-10.375,-16.082,-34.288,39.267,0
2225.0,22.0,0.0,-9.234,-16.655,-34.292,39.225,0
2228.0,22.0,0.0,-10.355,-16.668,-33.962,39.224,0
2229.0,22.0,0.0,-9.664,-16.367,-34.29,39.206,0
2230.0,22.0,0.0,-10.102,-16.217,-34.95,39.831,0
2231.0,22.0,0.0,-9.933,-16.665,-33.962,39.113,0
2233.0,22.0,0.0,-9.784,-16.526,-33.3,38.441,0
2234.0,22.0,0.0,-9.243,-17.078,-35.453,40.422,0
2235.0,22.0,0.0,-9.91,-17.825,-34.303,39.907,0
2238.0,22.0,0.0,-9.793,-16.949,-34.46,39.632,0
2239.0,22.0,0.0,-10.051,-17.683,-34.136,39.736,0
2240.0,22.0,0.0,-9.074,-16.953,-33.634,38.743,0
2242.0,22.0,0.0,-9.223,-17.091,-34.296,39.413,0
2243.0,22.0,0.0,-9.657,-16.658,-34.293,39.328,0
2245.0,22.0,0.0,-9.49,-17.247,-33.637,38.974,0
2246.0,22.0,0.0,-10.077,-17.236,-34.958,40.258,0
2249.0,22.0,0.0,-9.768,-17.967,-34.469,40.079,0
2250.0,22.0,0.0,-10.476,-17.255,-33.637,39.229,0
2251.0,22.0,0.0,-9.488,-17.678,-34.136,39.595,0
2252.0,22.0,0.0,-9.662,-16.654,-34.623,39.617,0
2255.0,22.0,0.0,-10.503,-16.522,-34.126,39.343,0
2256.0,22.0,0.0,-9.201,-17.392,-33.473,38.828,0
2258.0,22.0,0.0,-9.485,-16.964,-32.973,38.275,0
2259.0,22.0,0.0,-9.228,-16.659,-33.962,38.937,0
2260.0,22.0,0.0,-9.074,-16.953,-33.634,38.743,0
2262.0,22.0,0.0,-8.794,-17.235,-34.132,39.235,0
2263.0,22.0,0.0,-9.802,-16.943,-34.956,40.063,0
2266.0,22.0,0.0,-9.531,-16.504,-34.952,39.81,0
2268.0,22.0,0.0,-10.332,-17.829,-34.303,40.016,0
2269.0,22.0,0.0,-10.077,-17.236,-34.958,40.258,0
2270.0,22.0,0.0,-9.083,-16.947,-34.13,39.173,0
2271.0,22.0,0.0,-9.493,-17.674,-34.467,39.88,0
2272.0,22.0,0.0,-9.196,-17.396,-33.142,38.544,0
2274.0,22.0,0.0,-9.795,-17.234,-34.958,40.187,0
2275.0,22.0,0.0,-9.491,-16.96,-33.304,38.56,0
2277.0,22.0,0.0,-9.216,-17.383,-34.299,39.541,0
2279.0,22.0,0.0,-9.486,-17.965,-34.469,40.011,0
2280.0,22.0,0.0,-9.48,-17.969,-34.139,39.727,0
2281.0,22.0,0.0,-8.928,-17.384,-33.968,39.189,0
2282.0,22.0,0.0,-10.332,-17.829,-34.303,40.016,0
2283.0,22.0,0.0,-9.915,-17.392,-33.968,39.429,0
2284.0,22.0,0.0,-9.488,-17.678,-34.136,39.595,0
2289.0,22.0,0.0,-9.622,-17.827,-33.972,39.554,0
2290.0,22.0,0.0,-9.633,-17.39,-33.968,39.358,0
2292.0,22.0,0.0,-10.332,-17.829,-34.303,40.016,0
2304.0,23.0,0.0,-8.366,-17.665,-34.466,39.623,0
2306.0,23.0,0.0,-8.506,-17.809,-34.633,39.862,0
2310.0,23.0,0.0,-8.368,-17.95,-34.965,40.184,0
2313.0,23.0,0.0,-8.384,-16.937,-34.46,39.302,0
2314.0,23.0,0.0,-9.049,-17.971,-33.643,39.201,0
2315.0,23.0,0.0,-8.928,-17.384,-33.968,39.189,0
2320.0,23.0,0.0,-8.199,-18.826,-34.642,40.27,0
2322.0,23.0,0.0,-9.05,-17.684,-33.31,38.784,0
2325.0,23.0,0.0,-9.072,-17.956,-34.965,40.339,0
2326.0,23.0,0.0,-8.76,-19.405,-35.308,41.23,0
2327.0,23.0,0.0,-9.065,-18.247,-34.967,40.47,0
2328.0,23.0,0.0,-9.078,-17.952,-35.295,40.625,0
2331.0,23.0,0.0,-9.212,-18.101,-35.131,40.579,0
2332.0,23.0,0.0,-8.783,-17.672,-34.136,39.43,0
2335.0,23.0,0.0,-9.065,-17.674,-34.136,39.495,0
2336.0,23.0,0.0,-8.064,-18.249,-34.141,39.543,0
2337.0,23.0,0.0,-8.348,-18.965,-35.304,40.935,0
2338.0,23.0,0.0,-9.79,-17.667,-35.293,40.663,0
2340.0,23.0,0.0,-9.061,-17.248,-33.306,38.586,0
2343.0,23.0,0.0,-8.952,-17.797,-35.954,41.105,0
2344.0,23.0,0.0,-9.047,-18.975,-34.973,40.805,0
2345.0,23.0,0.0,-9.066,-18.676,-35.632,41.238,0
2347.0,23.0,0.0,-9.085,-18.233,-36.123,41.472,0
2348.0,23.0,0.0,-8.07,-17.672,-33.64,38.847,0
2349.0,23.0,0.0,-8.11,-17.216,-35.289,40.093,0
2350.0,23.0,0.0,-8.496,-18.819,-35.468,41.04,0
2351.0,23.0,0.0,-9.215,-18.815,-36.294,41.906,0
2352.0,23.0,0.0,-8.381,-17.655,-35.292,40.342,0
2353.0,23.0,0.0,-9.781,-18.245,-35.628,41.206,0
2355.0,23.0,0.0,-8.376,-18.66,-36.458,41.803,0
2357.0,23.0,0.0,-7.962,-17.362,-35.125,39.982,0
2361.0,23.0,0.0,-8.928,-17.384,-33.968,39.189,0
2364.0,23.0,0.0,-9.225,-17.805,-35.459,40.737,0
2365.0,23.0,0.0,-8.08,-18.668,-35.632,41.029,0
2367.0,23.0,0.0,-8.225,-17.807,-34.633,39.802,0
2368.0,23.0,0.0,-8.195,-18.543,-33.978,39.567,0
2369.0,23.0,0.0,-9.483,-18.683,-35.301,41.051,0
2373.0,23.0,0.0,-8.784,-18.673,-35.632,41.176,0
2374.0,23.0,0.0,-8.504,-18.813,-35.963,41.468,0
2375.0,23.0,0.0,-9.084,-17.948,-35.625,40.912,0
2376.0,23.0,0.0,-8.759,-19.692,-35.64,41.65,0
2378.0,23.0,0.0,-8.363,-18.955,-36.13,41.648,0
2379.0,23.0,0.0,-8.922,-19.249,-36.297,42.043,0
2380.0,23.0,0.0,-9.066,-18.676,-35.632,41.238,0
2381.0,23.0,0.0,-8.926,-18.531,-35.465,40.998,0
2382.0,23.0,0.0,-7.933,-18.527,-35.135,40.505,0
2383.0,23.0,0.0,-8.781,-19.391,-36.464,42.222,0
2391.0,23.0,0.0,-8.786,-18.959,-36.13,41.737,0
2393.0,23.0,0.0,-8.934,-18.525,-35.961,41.427,0
2398.0,23.0,0.0,-8.933,-18.812,-36.294,41.844,0
2407.0,24.0,0.0,-8.254,-17.787,-36.285,41.244,0
2409.0,24.0,0.0,-9.092,-17.942,-36.121,41.344,0
2410.0,24.0,0.0,-8.543,-18.071,-37.113,42.154,0
2411.0,24.0,0.0,-8.13,-17.202,-36.445,41.112,0
2412.0,24.0,0.0,-7.992,-17.771,-37.441,42.208,0
2414.0,24.0,0.0,-9.08,-18.666,-36.458,41.953,0
2415.0,24.0,0.0,-7.548,-18.069,-36.618,41.525,0
2416.0,24.0,0.0,-8.532,-18.508,-37.117,42.344,0
2419.0,24.0,0.0,-9.939,-17.805,-35.955,41.335,0
2420.0,24.0,0.0,-8.081,-18.953,-36.13,41.592,0
2422.0,24.0,0.0,-8.934,-18.525,-35.961,41.427,0
2423.0,24.0,0.0,-9.686,-17.067,-36.609,41.537,0
2424.0,24.0,0.0,-8.947,-18.802,-37.12,42.561,0
2425.0,24.0,0.0,-9.085,-18.233,-36.123,41.472,0
2426.0,24.0,0.0,-8.095,-18.943,-36.956,42.309,0
2431.0,24.0,0.0,-8.552,-17.349,-36.611,41.407,0
2432.0,24.0,0.0,-9.233,-18.087,-36.287,41.583,0
2433.0,24.0,0.0,-9.071,-19.388,-36.96,42.71,0
2435.0,24.0,0.0,-9.652,-18.808,-37.12,42.718,0
2437.0,24.0,0.0,-10.092,-17.655,-36.449,41.738,0
2438.0,24.0,0.0,-9.641,-18.1,-35.461,40.964,0
2441.0,24.0,0.0,-9.804,-17.657,-36.118,41.381,0
2442.0,24.0,0.0,-9.77,-18.682,-35.632,41.401,0
2444.0,24.0,0.0,-9.071,-19.388,-36.96,42.71,0
2445.0,24.0,0.0,-9.07,-19.675,-37.292,43.129,0
2447.0,24.0,0.0,-9.209,-18.819,-35.963,41.621,0
2448.0,24.0,0.0,-9.77,-18.682,-35.632,41.401,0
2450.0,24.0,0.0,-8.517,-18.518,-36.291,41.623,0
2452.0,24.0,0.0,-9.95,-17.798,-36.615,41.91,0
2453.0,24.0,0.0,-9.51,-18.951,-37.286,42.893,0
2454.0,24.0,0.0,-10.079,-17.95,-36.121,41.575,0
2455.0,24.0,0.0,-9.221,-18.811,-36.624,42.192,0
2456.0,24.0,0.0,-9.207,-18.533,-35.465,41.061,0
2461.0,24.0,0.0,-9.95,-17.798,-36.615,41.91,0
2464.0,24.0,0.0,-9.088,-18.947,-37.286,42.8,0
2467.0,24.0,0.0,-8.378,-19.374,-37.62,43.137,0
2468.0,24.0,0.0,-8.781,-19.391,-36.464,42.222,0
2469.0,24.0,0.0,-9.508,-18.237,-36.124,41.568,0
2470.0,24.0,0.0,-7.956,-19.227,-37.454,42.846,0
2471.0,24.0,0.0,-9.534,-18.219,-37.61,42.864,0
2473.0,24.0,0.0,-8.971,-18.071,-37.444,42.533,0
2476.0,24.0,0.0,-8.824,-18.217,-37.28,42.421,0
2477.0,24.0,0.0,-9.518,-18.66,-37.284,42.765,0
2479.0,24.0,0.0,-9.107,-17.932,-36.947,42.066,0
